[18.99999999999999, 215.73629999999994, 5e+33]
[-20.176877248587402, -0.9784318760109288, 5e+33]
[-20.05997850195855, -0.3317830792841278, 5e+33]
[-19.980992862344465, 0.10514178336911417, 5e+33]
[-19.980992862344465, 0.10514178336911417, 5e+33]
[-20.05997850195855, -0.3317830792841278, 5e+33]
[-20.097891608973317, -0.5415070133577115, 5e+33]
[-20.05997850195855, -0.3317830792841278, 5e+33]
[-20.05997850195855, -0.3317830792841278, 5e+33]
[-20.018905969359228, -0.10458215070444492, 5e+33]
[-19.82302158311629, 0.9789915086756105, 5e+33]
[-20.018905969359228, -0.10458215070444492, 5e+33]
[-20.097891608973317, -0.5415070133577115, 5e+33]
[-20.018905969359228, -0.10458215070444492, 5e+33]
[-20.05997850195855, -0.3317830792841278, 5e+33]
[-19.980992862344465, 0.10514178336911417, 5e+33]
[-19.939920329745142, 0.33234271194879705, 5e+33]
[-19.939920329745142, 0.33234271194879705, 5e+33]
[-19.860934690131053, 0.7692675746020513, 5e+33]
[-19.902007222730376, 0.5420666460223807, 5e+33]
[-19.980992862344465, 0.10514178336911417, 5e+33]
[-20.018905969359228, -0.10458215070444492, 5e+33]
[-19.980992862344465, 0.10514178336911417, 5e+33]
[-19.980992862344465, 0.10514178336911417, 5e+33]
[-19.980992862344465, 0.10514178336911417, 5e+33]
[-20.018905969359228, -0.10458215070444492, 5e+33]
[-20.018905969359228, -0.10458215070444492, 5e+33]
[-20.018905969359228, -0.10458215070444492, 5e+33]
